index	text	labels	sentiment	review_len
5962	. . . nothing scary here except for some awful acting and lame special effects .	0	negative	16
1805	the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .	1	positive	45
6698	we never really feel involved with the story , as all of its ideas remain just that : abstract ideas .	0	negative	21
8490	the sequel is everything the original was not : contrived , overblown and tie-in ready .	0	negative	16
6856	i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war . . . it's so unmemorable that it turned my ballpoint notes to invisible ink .	0	negative	34
893	a minor-league soccer remake of the longest yard .	0	negative	9
4552	"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging ."	0	negative	41
5325	shreve's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .	0	negative	27
4311	to the civilized mind , a movie like ballistic : ecks vs . sever is more of an ordeal than an amusement .	0	negative	23
4622	irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .	0	negative	26
7187	the cast is uniformly excellent . . . but the film itself is merely mildly charming .	0	negative	17
5762	may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .	0	negative	22
7241	bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .	0	negative	31
1609	the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive .	1	positive	25
139	director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .	1	positive	27
6044	characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .	0	negative	30
3070	a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .	1	positive	21
4473	the whole affair is as predictable as can be .	0	negative	10
4172	the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek .	1	positive	27
4807	in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life .	0	negative	32
264	by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so .	1	positive	37
7948	it's at once laughable and compulsively watchable , in its committed dumbness .	0	negative	13
1175	if director michael dowse only superficially understands his characters , he doesn't hold them in contempt .	1	positive	17
302	a huge box-office hit in korea , shiri is a must for genre fans .	1	positive	15
5824	rarely has leukemia looked so shimmering and benign .	0	negative	9
5745	cinematic pyrotechnics aside , the only thing avary seems to care about are mean giggles and pulchritude . it makes sense that he went back to school to check out the girls -- his film is a frat boy's idea of a good time .	0	negative	45
769	a era do gelo diverte , mas não convence . É um passatempo descompromissado  e só .	0	negative	18
366	if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic .	1	positive	36
6815	too stupid to be satire , too obviously hateful to be classified otherwise , frank novak's irritating slice of lumpen life is as reliably soul-killing as its title is nearly meaningless .	0	negative	32
1255	one of the more intelligent children's movies to hit theaters this year .	1	positive	13
1751	schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .	1	positive	31
6224	offers very little genuine romance and even fewer laughs . . . a sad sitcom of a movie , largely devoid of charm .	0	negative	24
6343	shot perhaps 'artistically' with handheld cameras and apparently no movie lights by joaquin baca-asay , the low-budget production swings annoyingly between vertigo and opacity .	0	negative	25
247	windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .	1	positive	32
6344	imagine a really bad community theater production of west side story without the songs .	0	negative	15
5218	there's no question that epps scores once or twice , but it's telling that his funniest moment comes when he falls about ten feet onto his head .	0	negative	28
4019	it is a likable story , told with competence .	1	positive	10
107	4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .	1	positive	26
1114	this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . a rewarding work of art for only the most patient and challenge-hungry moviegoers .	1	positive	26
8296	a low-budget affair , tadpole was shot on digital video , and the images often look smeary and blurry , to the point of distraction . then again , in a better movie , you might not have noticed .	0	negative	40
4756	there's more repetition than creativity throughout the movie .	0	negative	9
8143	it's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere .	0	negative	27
2406	after an uncertain start , murder hits and generally sustains a higher plateau with bullock's memorable first interrogation of gosling .	1	positive	21
7212	safe conduct , however ambitious and well-intentioned , fails to hit the entertainment bull's-eye .	0	negative	15
3021	this filmed tosca -- not the first , by the way -- is a pretty good job , if it's filmed tosca that you want . i'll stay with the stage versions , however , which bite cleaner , and deeper .	1	positive	42
5692	it's just plain lurid when it isn't downright silly .	0	negative	10
1912	brian tufano's handsome widescreen photography and paul grabowsky's excellent music turn this fairly parochial melodrama into something really rather special .	1	positive	21
5958	what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about .	0	negative	23
2910	the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar .	1	positive	22
221	to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .	1	positive	30
6926	a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .	0	negative	17
5215	in the era of the sopranos , it feels painfully redundant and inauthentic .	0	negative	14
1296	equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .	1	positive	20
1054	although german cooking does not come readily to mind when considering the world's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .	1	positive	28
8078	a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	0	negative	25
2054	it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza .	1	positive	31
4855	i like it . no , i hate it . no , i love it . . . hell , i dunno .	0	negative	23
617	an unfortunate title for a film that has nothing endearing about it .	0	negative	13
4660	all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast .	0	negative	44
7909	. . . an incredibly heavy-handed , manipulative dud that feels all too familiar .	0	negative	15
6364	to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow : enter the fist .	0	negative	45
3220	an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon .	1	positive	22
4968	i know we're not supposed to take it seriously , but i can't shake the thought that undercover brother missed an opportunity to strongly present some profound social commentary .	0	negative	30
5623	a movie that can't get sufficient distance from leroy's delusions to escape their maudlin influence .	0	negative	16
4037	evelyn's strong cast and surehanded direction make for a winning , heartwarming yarn .	1	positive	14
7193	take away all the cliches and the carbon copy scenes from every drug movie we've seen and all you have left are john leguizamo's cool jackets .	0	negative	27
2272	there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch .	1	positive	33
1238	you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .	1	positive	28
1797	for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .	1	positive	20
1742	a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	1	positive	26
3136	cube's charisma and chemistry compensate for corniness and cliche .	1	positive	10
7578	despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break .	0	negative	20
6920	just one more collection of penis , breast and flatulence gags in search of a story . or a profit . or some damn thing .	0	negative	26
7926	represents the depths to which the girls-behaving-badly film has fallen .	0	negative	11
2160	flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he's now , more than ever , choosing his roles with the precision of the insurance actuary .	1	positive	42
6832	a chaotic panorama that's too busy flying a lot of metaphoric flags .	0	negative	13
180	a droll , well-acted , character-driven comedy with unexpected deposits of feeling .	1	positive	13
7489	a rote exercise in both animation and storytelling .	0	negative	9
4458	if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . an exit sign , that is .	0	negative	29
159	its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .	1	positive	32
7257	that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .	0	negative	28
3085	kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .	1	positive	21
5342	despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .	0	negative	30
6491	the final result makes for adequate entertainment , i suppose , but anyone who has seen chicago on stage will leave the theater feeling they've watched nothing but a pale imitation of the real deal .	0	negative	36
1738	"[haynes'] homage to such films as "" all that heaven allows "" and "" imitation of life "" transcends them . simply put , "" far from heaven "" is a masterpiece ."	1	positive	33
3801	vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop .	1	positive	26
7720	in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '	0	negative	27
5589	one just waits grimly for the next shock without developing much attachment to the characters .	0	negative	16
6956	outrageousness is all plympton seemed to be going for this time . we miss the quirky amazement that used to come along for an integral part of the ride .	0	negative	30
371	romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score .	1	positive	25
8385	the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) .	0	negative	33
5864	just an average comedic dateflick but not a waste of time .	0	negative	12
1329	a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .	1	positive	22
169	for a good chunk of its running time , trapped is an effective and claustrophobic thriller .	1	positive	17
7231	"showtime is one of the hapless victims of the arrogant "" if we put together a wry white man and a chatty black man and give them guns , the movie will be funny "" syndrome ."	0	negative	37
3449	vibrantly colored and beautifully designed , metropolis is a feast for the eyes .	1	positive	14
1915	using a stock plot , about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .	1	positive	26
5430	merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense .	0	negative	31
1730	like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit .	1	positive	20
732	the hours makes you examine your own life in much the same way its characters do , and the experience is profound . the hours is what movies are supposed to be . . .	1	positive	35
293	suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .	1	positive	22
3551	. . . only bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .	1	positive	22
5136	britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .	0	negative	17
4027	using an endearing cast , writer/director dover kosashvili takes a slightly dark look at relationships , both sexual and kindred .	1	positive	21
4233	in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .	1	positive	30
2937	about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .	1	positive	40
5227	mr . goyer's loose , unaccountable direction is technically sophisticated in the worst way .	0	negative	15
1894	an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else .	1	positive	17
5857	the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .	0	negative	34
969	this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come .	1	positive	39
3965	bluer than the atlantic and more biologically detailed than an autopsy , the movie . . . is , also , frequently hilarious .	1	positive	24
988	the film , like jimmy's routines , could use a few good laughs .	0	negative	14
8311	they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film .	0	negative	25
2716	grainy photography mars an otherwise delightful comedy of errors .	1	positive	10
5555	it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .	0	negative	26
8270	a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '	0	negative	30
5087	a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia	0	negative	19
4310	stinks from start to finish , like a wet burlap sack of gloom .	0	negative	14
6409	might have been better off as a documentary , with less of mr . eyre's uninspired dramatics and more of his sense of observation and outrage .	0	negative	27
1817	high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .	1	positive	26
1544	the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses .	1	positive	18
7081	a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .	0	negative	15
445	a penetrating glimpse into the tissue-thin ego of the stand-up comic .	1	positive	12
889	clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .	0	negative	19
5925	the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .	0	negative	34
7936	after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .	0	negative	22
129	it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .	1	positive	26
727	has not so much been written as assembled , frankenstein-like , out of other , marginally better shoot-em-ups .	0	negative	19
3490	a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .	1	positive	26
2167	i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you .	1	positive	26
6307	this charmless nonsense ensues amid clanging film references that make jay and silent bob's excellent adventure seem understated .	0	negative	19
2726	the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers .	1	positive	40
690	the film is all over the place , really . it dabbles all around , never gaining much momentum .	0	negative	20
7262	flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .	0	negative	27
4590	every now and again , a movie comes along to remind us of how very bad a motion picture can truly be . frank mcklusky c . i . is that movie !	0	negative	33
6436	despite apparent motives to the contrary , it ends up being , like [seinfeld's] revered tv show , about pretty much nothing .	0	negative	23
8182	derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .	0	negative	32
6992	instead of kicking off the intrigue and suspense and mystery of the whole thing , hart's war , like the st . louis rams in the super bowl , waits until after halftime to get started .	0	negative	37
492	gangster no . 1 is solid , satisfying fare for adults .	1	positive	12
5231	the end result is like cold porridge with only the odd enjoyably chewy lump .	0	negative	15
6111	a momentary escape from the summer heat and the sedentary doldrums that set in at this time of year .	0	negative	20
766	the fact that the rookie is a nearly impeccable cinematic experience -- and a wonderful all-ages triumph besides -- is a miracle akin to the story the film portrays .	1	positive	30
8464	the problem , amazingly enough , is the screenplay .	0	negative	10
4047	yes , mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .	1	positive	24
3607	the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard .	1	positive	21
3928	when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we'd live in if argento's hollywood counterparts . . . had this much imagination and nerve .	1	positive	36
7272	even if britney spears is really cute , her movie is really bad .	0	negative	14
5637	so boring that even its target audience talked all the way through it .	0	negative	14
2549	though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting .	1	positive	24
1038	once again , director jackson strikes a rewarding balance between emotion on the human scale and action/effects on the spectacular scale .	1	positive	22
7631	demeo is not without talent ; he just needs better material .	0	negative	12
4455	rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative .	0	negative	33
7084	the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive .	0	negative	18
5208	for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over , no such thing is a big letdown .	0	negative	29
3770	it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ?	1	positive	25
7989	a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .	0	negative	18
398	there's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .	1	positive	20
3960	devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	1	positive	16
2016	a delightful stimulus for the optic nerves , so much that it's forgivable that the plot feels like every other tale of a totalitarian tomorrow .	1	positive	26
739	throughout all the tumult , a question comes to mind : so why is this so boring ?	0	negative	18
680	makes s&m seem very romantic , and maggie gyllenhaal is a delight .	1	positive	13
2770	it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .	1	positive	27
4446	. . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 .	0	negative	28
1734	sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .	1	positive	19
7412	this insufferable movie is meant to make you think about existential suffering . instead , it'll only put you to sleep .	0	negative	22
703	the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .	0	negative	31
782	it has a subtle way of getting under your skin and sticking with you long after it's over .	1	positive	19
3576	i like it . there is a freedom to watching stunts that are this crude , this fast-paced and this insane .	1	positive	22
2056	a movie that will surely be profane , politically charged music to the ears of cho's fans .	1	positive	18
8092	even if it made its original release date last fall , it would've reeked of a been-there , done-that sameness .	0	negative	21
7339	none of this violates the letter of behan's book , but missing is its spirit , its ribald , full-throated humor .	0	negative	22
963	it's a mystery how the movie could be released in this condition .	0	negative	13
4090	worth a salute just for trying to be more complex than your average film .	1	positive	15
6118	with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap .	0	negative	23
5860	try as i may , i can't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , 'thank you ! ' when leguizamo finally plugged an irritating character late in the movie .	0	negative	43
1113	a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .	1	positive	22
7033	none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .	0	negative	38
4386	it's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .	0	negative	23
1453	a grimly competent and stolid and earnest military courtroom drama .	1	positive	11
6960	[nelson's] movie about morally compromised figures leaves viewers feeling compromised , unable to find their way out of the fog and the ashes .	0	negative	24
2137	a sly female empowerment movie , although not in a way anyone would expect .	1	positive	15
773	the armenian genocide deserves a more engaged and honest treatment .	0	negative	11
1394	for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their * * * off for an hour-and-a-half .	1	positive	44
6738	it would be hard to think of a recent movie that has worked this hard to achieve this little fun .	0	negative	21
7596	the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .	0	negative	12
590	by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please !	0	negative	32
839	this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .	1	positive	32
1385	bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first .	1	positive	26
6974	a very stylish but ultimately extremely silly tale . . . a slick piece of nonsense but nothing more .	0	negative	20
623	kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .	0	negative	23
6372	it's a film that hinges on its casting , and glover really doesn't fit the part .	0	negative	17
736	juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile .	0	negative	21
5490	it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .	0	negative	17
117	between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .	1	positive	31
877	windtalkers blows this way and that , but there's no mistaking the filmmaker in the tall grass , true to himself .	1	positive	22
4487	'you'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied . you'll feel like you ate a reeses without the peanut butter . . . '	0	negative	33
940	the satire is just too easy to be genuinely satisfying .	0	negative	11
109	it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .	1	positive	34
7085	must-see viewing for anyone involved in the high-tech industry . others may find it migraine-inducing , despite moore's attempts at whimsy and spoon feeding .	0	negative	25
4768	this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life .	0	negative	18
2816	a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two	1	positive	24
6221	it takes talent to make a lifeless movie about the most heinous man who ever lived .	0	negative	17
820	while the story is better-focused than the incomprehensible anne rice novel it's based upon , queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .	0	negative	33
2935	michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here .	1	positive	27
5392	who , exactly , is fighting whom here ? ah , yes , that would be me : fighting off the urge to doze .	0	negative	25
3480	mostly honest , this somber picture reveals itself slowly , intelligently , artfully .	1	positive	14
5783	christina ricci comedy about sympathy , hypocrisy and love is a misfire .	0	negative	13
7144	ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '	0	negative	24
2295	the mood , look and tone of the film fit the incredible storyline to a t .	1	positive	17
8379	hip-hop rarely comes alive as its own fire-breathing entity in this picture .	0	negative	13
592	a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life .	1	positive	18
8386	the movie spends more time with schneider than with newcomer mcadams , even though her performance is more interesting ( and funnier ) than his .	0	negative	26
8252	for all the complications , it's all surprisingly predictable .	0	negative	10
737	it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .	0	negative	20
1167	altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece .	1	positive	24
3457	could have been crisper and punchier , but it's likely to please audiences who like movies that demand four hankies .	1	positive	21
3526	it's incredible the number of stories the holocaust has generated . just when you think that every possible angle has been exhausted by documentarians , another new film emerges with yet another remarkable yet shockingly little-known perspective .	1	positive	38
4575	looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	0	negative	29
340	franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .	1	positive	32
780	bears is even worse than i imagined a movie ever could be .	0	negative	13
7663	like the world of his film , hartley created a monster but didn't know how to handle it .	0	negative	19
7341	even if it ultimately disappoints , the picture does have about a matinee admission's worth of funny to keep it afloat .	0	negative	22
6183	is there a group of more self-absorbed women than the mother and daughters featured in this film ? i don't think so . nothing wrong with performances here , but the whiney characters bugged me .	0	negative	36
1303	'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on .	1	positive	26
3704	a french film with a more down-home flavor .	1	positive	9
7757	the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .	0	negative	22
7627	good-looking but relentlessly lowbrow outing plays like clueless does south fork .	0	negative	12
579	[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not .	1	positive	33
7676	it could have been something special , but two things drag it down to mediocrity -- director clare peploe's misunderstanding of marivaux's rhythms , and mira sorvino's limitations as a classical actress .	0	negative	33
125	a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .	1	positive	42
4198	unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck .	1	positive	23
1115	a quiet treasure -- a film to be savored .	1	positive	10
3719	an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .	1	positive	22
7007	for all its alleged youthful fire , xxx is no less subservient to bond's tired formula of guns , girls and gadgets while brandishing a new action hero .	0	negative	29
142	as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .	1	positive	31
7700	the film's maudlin focus on the young woman's infirmity and her naive dreams play like the worst kind of hollywood heart-string plucking .	0	negative	23
1137	the acting , costumes , music , cinematography and sound are all astounding given the production's austere locales .	1	positive	19
2984	anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	1	positive	25
1941	alain choquart's camera barely stops moving , portraying both the turmoil of the time and giving conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .	1	positive	42
521	greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill	1	positive	19
7240	chaotic , self-indulgent and remarkably ugly to look at , it's . . . like a series of pretentiously awful student films strung together into one feature-length horror .	0	negative	29
1699	stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .	1	positive	25
4433	with or without ballast tanks , k-19 sinks to a harrison ford low .	0	negative	14
4481	ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .	0	negative	19
7480	the modern-day characters are nowhere near as vivid as the 19th-century ones .	0	negative	13
2143	the film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .	1	positive	36
853	the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .	0	negative	26
5568	with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . he fails .	0	negative	25
2146	the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent .	1	positive	19
335	the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .	1	positive	31
3642	driven by a fantastic dual performance from ian holm . . . the film is funny , insightfully human and a delightful lark for history buffs .	1	positive	27
4557	a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .	0	negative	22
7179	de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins .	0	negative	42
779	""" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point ."	1	positive	19
1945	the film is visually dazzling , the depicted events dramatic , funny and poignant .	1	positive	15
300	that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications .	1	positive	29
5889	yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies .	0	negative	19
6454	ritchie's treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people's faces to the fact amber is such a joke .	0	negative	30
7071	what was subtle and mystifying in the novella is now broad and farcical .	0	negative	14
1967	just about the surest bet for an all-around good time at the movies this summer .	1	positive	16
6658	watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms .	0	negative	45
1572	what's really so appealing about the characters is their resemblance to everyday children .	1	positive	14
7113	the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .	0	negative	16
3169	as played by ryan gosling , danny is a frighteningly fascinating contradiction .	1	positive	13
2180	director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films .	1	positive	38
8220	it's a fanboy 'what if ? ' brought to life on the big screen .	0	negative	15
5033	a sub-formulaic slap in the face to seasonal cheer .	0	negative	10
237	watching spirited away is like watching an eastern imagination explode .	1	positive	11
5634	this is the first full scale wwii flick from hong kong's john woo . he's not good with people .	0	negative	20
816	the result is so tame that even slightly wised-up kids would quickly change the channel .	0	negative	16
