index	example	label_ex	sentiment_ex	review_len	label_counter	sentiment_counter	paired_id	counterfactual
5231	the end result is like cold porridge with only the odd enjoyably chewy lump .	0	negative	15	1	positive	233	None
6904	the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no . 1 , but falls apart long before the end .	0	negative	34	1	positive	234	None
1106	one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .	1	positive	28	0	negative	235	None
4656	it's a glorified sitcom , and a long , unfunny one at that .	0	negative	14	1	positive	236	None
2582	not a bad choice here , assuming that . . . the air-conditioning in the theater is working properly .	1	positive	20	0	negative	237	None
1203	has a lot of the virtues of eastwood at his best .	1	positive	12	0	negative	238	None
2039	informative , intriguing , observant , often touching . . . gives a human face to what's often discussed in purely abstract terms .	1	positive	24	0	negative	239	None
4708	absurdities and clichés accumulate like lint in a fat man's navel .	0	negative	12	1	positive	240	None
6535	just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination .	0	negative	20	1	positive	241	None
6178	late marriage's stiffness is unlikely to demonstrate the emotional clout to sweep u . s . viewers off their feet .	0	negative	21	1	positive	242	None
500	an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .	1	positive	22	0	negative	243	None
2130	it's an often-cute film but either needs more substance to fill the time or some judicious editing .	1	positive	18	0	negative	244	None
6098	weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell .	0	negative	30	1	positive	245	None
5622	not completely loveable -- but what underdog movie since the bad news bears has been ? -- but certainly hard to hate .	0	negative	23	1	positive	246	None
1339	it's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part .	1	positive	22	0	negative	247	None
4977	much like its easily dismissive take on the upscale lifestyle , there isn't much there here .	0	negative	17	1	positive	248	None
1610	the film brilliantly shines on all the characters , as the direction is intelligently accomplished .	1	positive	16	0	negative	249	None
433	the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .	1	positive	19	0	negative	250	None
3576	i like it . there is a freedom to watching stunts that are this crude , this fast-paced and this insane .	1	positive	22	0	negative	251	None
2289	a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach .	1	positive	29	0	negative	252	None
6946	a fairly by-the-books blend of action and romance with sprinklings of intentional and unintentional comedy .	0	negative	16	1	positive	253	None
4807	in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it's something else altogether -- clownish and offensive and nothing at all like real life .	0	negative	32	1	positive	254	None
1722	. . . the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor . . .	1	positive	43	0	negative	255	None
2699	few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt's cooper looks when the bullets stop flying .	1	positive	32	0	negative	256	None
5716	essentially a collection of bits -- and they're all naughty .	0	negative	11	1	positive	257	None
631	a yarn that respects the marvel version without becoming ensnared by it .	1	positive	13	0	negative	258	None
7660	what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?	0	negative	18	1	positive	259	None
6044	characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .	0	negative	30	1	positive	260	None
859	rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .	1	positive	21	0	negative	261	None
5220	at the one-hour mark , herzog simply runs out of ideas and the pace turns positively leaden as the movie sputters to its inevitable tragic conclusion .	0	negative	27	1	positive	262	None
1470	cool ? this movie is a snow emergency .	1	positive	9	0	negative	263	None
6884	haneke keeps us at arm's length . guided more by intellect than heart , his story flattens instead of sharpens .	0	negative	21	1	positive	264	None
7656	fails to convince the audience that these brats will ever be anything more than losers .	0	negative	16	1	positive	265	None
3680	sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .	1	positive	23	0	negative	266	None
663	look , this is a terrific flick replete with dazzling camera-work , dancing and music .	1	positive	16	0	negative	267	None
3040	a well-done film of a self-reflexive , philosophical nature .	1	positive	10	0	negative	268	None
2255	it's a lovely , eerie film that casts an odd , rapt spell .	1	positive	14	0	negative	269	None
7170	eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes .	0	negative	32	1	positive	270	None
3326	a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .	1	positive	28	0	negative	271	None
8138	it's hard to imagine that even very small children will be impressed by this tired retread .	0	negative	17	1	positive	272	None
1631	it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .	1	positive	20	0	negative	273	None
4759	i've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .	0	negative	27	1	positive	274	None
4904	. . . a pretentious mess . . .	0	negative	9	1	positive	275	None
7743	i can't remember the last time i saw an audience laugh so much during a movie , but there's only one problemit's supposed to be a drama .	0	negative	28	1	positive	276	None
7438	just entertaining enough not to hate , too mediocre to love .	0	negative	12	1	positive	277	None
3972	that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .	1	positive	40	0	negative	278	None
307	the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .	1	positive	19	0	negative	279	None
6516	"not every animated film from disney will become a classic , but forgive me if i've come to expect more from this studio than some 79-minute after-school "" cartoon "" ."	0	negative	31	1	positive	280	None
6920	just one more collection of penis , breast and flatulence gags in search of a story . or a profit . or some damn thing .	0	negative	26	1	positive	281	None
6170	i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers .	0	negative	27	1	positive	282	None
7869	abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed . the only problem is that , by the end , no one in the audience or the film seems to really care .	0	negative	45	1	positive	283	None
7805	nearly every attempt at humor here is doa .	0	negative	9	1	positive	284	None
2559	it's a tour de force , written and directed so quietly that it's implosion rather than explosion you fear .	1	positive	20	0	negative	285	None
4359	dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ?	0	negative	19	1	positive	286	None
5589	one just waits grimly for the next shock without developing much attachment to the characters .	0	negative	16	1	positive	287	None
8159	whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes .	0	negative	23	1	positive	288	None
3140	daughter from danang sticks with its subjects a little longer and tells a deeper story	1	positive	15	0	negative	289	None
909	culkin , who's in virtually every scene , shines as a young man who uses sarcastic lies like a shield .	1	positive	21	0	negative	290	None
5094	a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls .	0	negative	19	1	positive	291	None
1634	it's tough to watch , but it's a fantastic movie .	1	positive	11	0	negative	292	None
2956	because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .	1	positive	27	0	negative	293	None
2488	gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .	1	positive	30	0	negative	294	None
1082	here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . but taken as a stylish and energetic one-shot , the queen of the damned cannot be said to suck .	1	positive	40	0	negative	295	None
6052	slapstick buffoonery can tickle many a preschooler's fancy , but when it costs a family of four about $40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?	0	negative	42	1	positive	296	None
6036	even the finest chef can't make a hotdog into anything more than a hotdog , and robert de niro can't make this movie anything more than a trashy cop buddy comedy .	0	negative	32	1	positive	297	None
237	watching spirited away is like watching an eastern imagination explode .	1	positive	11	0	negative	298	None
6152	american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new .	0	negative	25	1	positive	299	None
8247	it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .	0	negative	29	1	positive	300	None
635	not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend .	1	positive	30	0	negative	301	None
1668	it's a diverting enough hour-and-a-half for the family audience .	1	positive	10	0	negative	302	None
707	as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining .	1	positive	30	0	negative	303	None
3356	a cultural wildcard experience : wacky , different , unusual , even nutty .	1	positive	14	0	negative	304	None
6890	'dragonfly' is a movie about a bus wreck that turns into a film wreck .	0	negative	15	1	positive	305	None
1145	so refreshingly incisive is grant that for the first time he'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .	1	positive	31	0	negative	306	None
120	digital-video documentary about stand-up comedians is a great glimpse into a very different world .	1	positive	15	0	negative	307	None
7836	narc can only remind us of brilliant crime dramas without becoming one itself .	0	negative	14	1	positive	308	None
3021	this filmed tosca -- not the first , by the way -- is a pretty good job , if it's filmed tosca that you want . i'll stay with the stage versions , however , which bite cleaner , and deeper .	1	positive	42	0	negative	309	None
5975	for all the writhing and wailing , tears , rage and opium overdoses , there's no sense of actual passion being washed away in love's dissolution .	0	negative	27	1	positive	310	None
114	like the series , the movie is funny , smart , visually inventive , and most of all , alive .	1	positive	21	0	negative	311	None
3809	succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides .	1	positive	21	0	negative	312	None
5267	complex , sinuously plotted and , somehow , off-puttingly cold .	0	negative	11	1	positive	313	None
2122	brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	1	positive	20	0	negative	314	None
7870	no such thing is sort of a minimalist beauty and the beast , but in this case the beast should definitely get top billing . robert john burke as the monster horns in and steals the show .	0	negative	38	1	positive	315	None
7098	a semi-autobiographical film that's so sloppily written and cast that you cannot believe anyone more central to the creation of bugsy than the caterer had anything to do with it .	0	negative	31	1	positive	316	None
6489	"when the first few villians are introduced as "" spider "" and "" snake "" you know you're in for a real winner , creativity at its peak ."	0	negative	29	1	positive	317	None
6593	""" my god , i'm behaving like an idiot ! "" yes , you are , ben kingsley ."	0	negative	19	1	positive	318	None
4602	directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .	0	negative	31	1	positive	319	None
7559	while some of the camera work is interesting , the film's mid-to-low budget is betrayed by the surprisingly shoddy makeup work .	0	negative	22	1	positive	320	None
418	still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different .	1	positive	22	0	negative	321	None
366	if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic .	1	positive	36	0	negative	322	None
4457	such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .	0	negative	24	1	positive	323	None
7092	any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes . like a marathon runner trying to finish a race , you need a constant influx of liquid just to get through it .	0	negative	47	1	positive	324	None
133	[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .	1	positive	17	0	negative	325	None
7317	a frantic search for laughs , with a hit-to-miss ratio that doesn't exactly favour the audience .	0	negative	17	1	positive	326	None
4172	the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek .	1	positive	27	0	negative	327	None
4954	a well made indieflick in need of some trims and a more chemistry between its stars .	0	negative	17	1	positive	328	None
4778	every so often a film comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy . half past dead is just such an achievement .	0	negative	35	1	positive	329	None
2126	a polished and vastly entertaining caper film that puts the sting back into the con .	1	positive	16	0	negative	330	None
2910	the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar .	1	positive	22	0	negative	331	None
3607	the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard .	1	positive	21	0	negative	332	None
5786	thekids will probably stay amused at the kaleidoscope of big , colorful characters . mom and dad can catch some quality naptime along the way .	0	negative	26	1	positive	333	None
2356	judith and zaza's extended bedroom sequence . . . is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .	1	positive	36	0	negative	334	None
292	for anyone who remembers the '60s or is interested in one man's response to stroke , ram dass : fierce grace is worth seeking out .	1	positive	26	0	negative	335	None
2316	thought-provoking and stylish , if also somewhat hermetic .	1	positive	9	0	negative	336	None
7563	the movie is a negligible work of manipulation , an exploitation piece doing its usual worst to guilt-trip parents .	0	negative	20	1	positive	337	None
7042	screenwriters scott abbott and michael petroni have turned rice's complex akasha into a cartoon monster .	0	negative	16	1	positive	338	None
4347	sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .	0	negative	33	1	positive	339	None
2392	a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .	1	positive	22	0	negative	340	None
7913	never having seen the first two films in the series , i can't compare friday after next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .	0	negative	47	1	positive	341	None
6636	mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness .	0	negative	25	1	positive	342	None
8464	the problem , amazingly enough , is the screenplay .	0	negative	10	1	positive	343	None
4561	. . . jones , despite a definitely distinctive screen presence , just isn't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts .	0	negative	44	1	positive	344	None
782	this is very much of a mixed bag , with enough negatives to outweigh the positives .	0	negative	17	1	positive	345	None
1609	the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive .	1	positive	25	0	negative	346	None
549	an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .	1	positive	17	0	negative	347	None
5879	hey arnold ! the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ain't pretty .	0	negative	26	1	positive	348	None
2101	the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters' suffering .	1	positive	27	0	negative	349	None
4486	[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .	0	negative	36	1	positive	350	None
7	perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .	1	positive	20	0	negative	351	None
6188	sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation .	0	negative	22	1	positive	352	None
7157	you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano-domingo production .	0	negative	27	1	positive	353	None
637	adroit but finally a trifle flat , mad love doesn't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .	0	negative	31	1	positive	354	None
3561	swimming is above all about a young woman's face , and by casting an actress whose face projects that woman's doubts and yearnings , it succeeds .	1	positive	27	0	negative	355	None
5117	a boring , pretentious muddle that uses a sensational , real-life 19th-century crime as a metaphor for -- well , i'm not exactly sure what -- and has all the dramatic weight of a raindrop .	0	negative	36	1	positive	356	None
8493	. . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor .	0	negative	31	1	positive	357	None
6062	for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout .	0	negative	30	1	positive	358	None
2696	hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .	1	positive	17	0	negative	359	None
6846	the best you can say about it is it's so uninspired , it barely gives one pause when considering some of the other dreck out there right now .	0	negative	29	1	positive	360	None
1125	one of the most significant moviegoing pleasures of the year .	1	positive	11	0	negative	361	None
1173	[d]oesn't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .	1	positive	28	0	negative	362	None
7719	one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	0	negative	30	1	positive	363	None
2254	douglas mcgrath's nicholas nickleby does dickens as it should be done cinematically .	1	positive	13	0	negative	364	None
3785	this is a very funny , heartwarming film . it has fun with the quirks of family life , but it also treats the subject with fondness and respect .	1	positive	30	0	negative	365	None
3392	what could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .	1	positive	25	0	negative	366	None
5030	only for young children , if them . their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .	0	negative	29	1	positive	367	None
2111	[there's] quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin .	1	positive	21	0	negative	368	None
6107	exactly what it claims to be -- a simple diversion for the kids .	0	negative	14	1	positive	369	None
6939	director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you'll find on a french poodle .	0	negative	40	1	positive	370	None
1807	predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .	1	positive	23	0	negative	371	None
6548	the premise is in extremely bad taste , and the film's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .	0	negative	36	1	positive	372	None
7848	the movie wavers between hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .	0	negative	20	1	positive	373	None
857	evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good .	1	positive	32	0	negative	374	None
3677	those who want to be jolted out of their gourd should drop everything and run to ichi .	1	positive	18	0	negative	375	None
327	hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship .	1	positive	19	0	negative	376	None
7144	ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '	0	negative	24	1	positive	377	None
1478	as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers .	1	positive	19	0	negative	378	None
5635	patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .	0	negative	18	1	positive	379	None
3964	a fascinating case study of flower-power liberation -- and the price that was paid for it .	1	positive	17	0	negative	380	None
3088	about as big a crowdpleaser as they possibly come .	1	positive	10	0	negative	381	None
1423	pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .	1	positive	32	0	negative	382	None
428	other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .	1	positive	18	0	negative	383	None
8413	writer-director ritchie reduces wertmuller's social mores and politics to tiresome jargon .	0	negative	12	1	positive	384	None
3986	jarecki and gibney do find enough material to bring kissinger's record into question and explain how the diplomat's tweaked version of statecraft may have cost thousands and possibly millions of lives .	1	positive	32	0	negative	385	None
760	andersson creates a world that's at once surreal and disturbingly familiar ; absurd , yet tremendously sad .	1	positive	18	0	negative	386	None
6954	another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through .	0	negative	33	1	positive	387	None
7508	ozpetek offers an aids subtext , skims over the realities of gay sex , and presents yet another tired old vision of the gay community as an all-inclusive world where uptight , middle class bores like antonia can feel good about themselves .	0	negative	43	1	positive	388	None
4512	it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty .	0	negative	32	1	positive	389	None
1255	one of the more intelligent children's movies to hit theaters this year .	1	positive	13	0	negative	390	None
769	a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . . it's a worthwhile tutorial in quantum physics and slash-dash	1	positive	27	0	negative	391	None
2243	a gift to anyone who loves both dance and cinema	1	positive	10	0	negative	392	None
5012	90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .	0	negative	15	1	positive	393	None
5542	gets bogged down by an overly sillified plot and stop-and-start pacing .	0	negative	12	1	positive	394	None
6839	the advantage of a postapocalyptic setting is that it can be made on the cheap . any rock pile will do for a set . reign of fire has the disadvantage of also looking cheap .	0	negative	36	1	positive	395	None
8516	screenwriter chris ver weil's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .	0	negative	24	1	positive	396	None
2224	""" the best disney movie since the lion king """	1	positive	10	0	negative	397	None
503	this version's no classic like its predecessor , but its pleasures are still plentiful .	1	positive	15	0	negative	398	None
203	a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .	1	positive	35	0	negative	399	None
7723	hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old's suicidal poetry .	0	negative	20	1	positive	400	None
4959	the plot grows thin soon , and you find yourself praying for a quick resolution .	0	negative	16	1	positive	401	None
1366	if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther's story is a compelling quest for truth .	1	positive	33	0	negative	402	None
2448	exploits [headbanger] stereotypes in good fun , while adding a bit of heart and unsettling subject matter .	1	positive	18	0	negative	403	None
1464	more romantic , more emotional and ultimately more satisfying than the teary-eyed original .	1	positive	14	0	negative	404	None
52	some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .	1	positive	30	0	negative	405	None
23	not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .	1	positive	22	0	negative	406	None
4000	directed with purpose and finesse by england's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .	1	positive	34	0	negative	407	None
1243	as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .	1	positive	22	0	negative	408	None
1572	what's really so appealing about the characters is their resemblance to everyday children .	1	positive	14	0	negative	409	None
198	[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .	1	positive	19	0	negative	410	None
3256	amy and matthew have a bit of a phony relationship , but the film works in spite of it .	1	positive	20	0	negative	411	None
6092	if this disposable tissue has one wild card , it's john turturro , who's simply fab as a spanish butler with a foot fetish .	0	negative	25	1	positive	412	None
216	a soap-opera quality twist in the last 20 minutes . . . almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .	1	positive	27	0	negative	413	None
3979	. . . the story , like ravel's bolero , builds to a crescendo that encompasses many more paths than we started with .	1	positive	24	0	negative	414	None
5014	never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .	0	negative	24	1	positive	415	None
5568	with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . he fails .	0	negative	25	1	positive	416	None
2741	not the best herzog perhaps , but unmistakably herzog .	1	positive	10	0	negative	417	None
3191	an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	1	positive	18	0	negative	418	None
7896	even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series .	0	negative	29	1	positive	419	None
417	the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean .	1	positive	24	0	negative	420	None
7799	less about shakespeare than the spawn of fools who saw quentin tarantino's handful of raucous gangster films and branched out into their own pseudo-witty copycat interpretations .	0	negative	27	1	positive	421	None
4051	here's yet another cool crime movie that actually manages to bring something new into the mix .	1	positive	17	0	negative	422	None
2349	it ain't art , by a long shot , but unlike last year's lame musketeer , this dumas adaptation entertains .	1	positive	21	0	negative	423	None
8116	slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .	0	negative	33	1	positive	424	None
4286	on its own , it's not very interesting . as a remake , it's a pale imitation .	0	negative	18	1	positive	425	None
388	a very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .	1	positive	25	0	negative	426	None
4412	as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .	0	negative	43	1	positive	427	None
1264	it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel .	1	positive	22	0	negative	428	None
951	essentially , the film is weak on detail and strong on personality	0	negative	12	1	positive	429	None
550	tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .	0	negative	28	1	positive	430	None
977	"if a few good men told us that we "" can't handle the truth "" than high crimes poetically states at one point in this movie that we "" don't care about the truth . """	0	negative	36	1	positive	431	None
5551	the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .	0	negative	24	1	positive	432	None
1084	while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation .	1	positive	31	0	negative	433	None
8519	like its title character , esther kahn is unusual but unfortunately also irritating .	0	negative	14	1	positive	434	None
1169	the best film about baseball to hit theaters since field of dreams .	1	positive	13	0	negative	435	None
7631	demeo is not without talent ; he just needs better material .	0	negative	12	1	positive	436	None
5031	for all its violence , the movie is remarkably dull with only caine making much of an impression .	0	negative	19	1	positive	437	None
1704	cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement .	1	positive	36	0	negative	438	None
969	this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come .	1	positive	39	0	negative	439	None
8230	it's the funniest american comedy since graffiti bridge .	0	negative	9	1	positive	440	None
231	polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?	1	positive	21	0	negative	441	None
1343	anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white .	1	positive	22	0	negative	442	None
885	you'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .	1	positive	31	0	negative	443	None
3688	it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion .	1	positive	23	0	negative	444	None
7682	these guys seem great to knock back a beer with but they're simply not funny performers .	0	negative	17	1	positive	445	None
5700	the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances .	0	negative	17	1	positive	446	None
2200	i've never seen or heard anything quite like this film , and i recommend it for its originality alone .	1	positive	20	0	negative	447	None
6466	for the most part , i spy was an amusing lark that will probably rank as one of murphy's better performances in one of his lesser-praised movies .	0	negative	28	1	positive	448	None
1154	a warm but realistic meditation on friendship , family and affection .	1	positive	12	0	negative	449	None
4473	the whole affair is as predictable as can be .	0	negative	10	1	positive	450	None
3025	it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	1	positive	22	0	negative	451	None
8172	strictly a 'guy's film' in the worst sense of the expression .	0	negative	12	1	positive	452	None
6445	de niro and mcdormand give solid performances , but their screen time is sabotaged by the story's inability to create interest .	0	negative	22	1	positive	453	None
7187	the cast is uniformly excellent . . . but the film itself is merely mildly charming .	0	negative	17	1	positive	454	None
655	despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .	0	negative	20	1	positive	455	None
2216	i'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of woolf and clarissa dalloway , the hours represents two of those well spent .	1	positive	33	0	negative	456	None
3807	the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .	1	positive	23	0	negative	457	None
645	it's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director's previous full frontal .	1	positive	34	0	negative	458	None
3870	a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies .	1	positive	18	0	negative	459	None
600	this stuck pig of a movie flails limply between bizarre comedy and pallid horror .	0	negative	15	1	positive	460	None
3404	it's secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours .	1	positive	23	0	negative	461	None
7538	a stupid , derivative horror film that substitutes extreme gore for suspense .	0	negative	13	1	positive	462	None
6663	can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral .	0	negative	25	1	positive	463	None
