index	text	labels	sentiment	review_len
271	parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .	1	positive	37
530	effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .	1	positive	21
4486	[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .	0	negative	36
3117	. . . a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll .	1	positive	22
7969	. . . unlikable , uninteresting , unfunny , and completely , utterly inept .	0	negative	15
700	too much of the movie feels contrived , as if the filmmakers were worried the story wouldn't work without all those gimmicks .	0	negative	23
3811	this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one .	1	positive	46
668	a compelling , moving film that respects its audience and its source material .	1	positive	14
7757	the film's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film's production design .	0	negative	22
1439	more concerned with sade's ideas than with his actions . the movie achieves as great an impact by keeping these thoughts hidden as . . . [quills] did by showing them .	1	positive	32
6985	the angst-ridden , affluent slacker characters are more grating than engaging .	0	negative	12
4342	"there's a reason the studio didn't offer an advance screening . "" the adventures of pluto nash "" is a big time stinker ."	0	negative	24
8332	when in doubt , the film ratchets up the stirring soundtrack , throws in a fish-out-of-water gag and lets the cliched dialogue rip . or else a doggie winks .	0	negative	30
2187	"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years"	1	positive	28
3191	an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them .	1	positive	18
8501	high crimes carries almost no organic intrigue as a government/ marine/legal mystery , and that's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .	0	negative	36
5028	the film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .	0	negative	31
6451	the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay .	0	negative	25
5936	it takes a certain kind of horror movie to qualify as 'worse than expected , ' but ghost ship somehow manages to do exactly that .	0	negative	26
3702	for a film that's being advertised as a comedy , sweet home alabama isn't as funny as you'd hoped . for a film that's being advertised as a comedy , sweet home alabama isn't as funny as you'd hoped .	1	positive	40
67	the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .	1	positive	17
7261	parker probably thinks he's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half-hearted messing-about just makes us miss wilde's still-contemporary play .	0	negative	29
4691	the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication .	0	negative	30
7259	the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .	0	negative	31
4995	an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	0	negative	15
3300	although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .	1	positive	27
1048	dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years .	1	positive	26
7538	a stupid , derivative horror film that substitutes extreme gore for suspense .	0	negative	13
7892	sweet gentle jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?	0	negative	19
4000	directed with purpose and finesse by england's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft .	1	positive	34
1815	a sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern china .	1	positive	24
8297	it's mindless junk like this that makes you appreciate original romantic comedies like punch-drunk love .	0	negative	16
6201	there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff .	0	negative	30
5136	britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .	0	negative	17
7403	contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad .	0	negative	27
5006	from beginning to end , this overheated melodrama plays like a student film .	0	negative	14
2973	it's about individual moments of mood , and an aimlessness that's actually sort of amazing .	1	positive	16
987	this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .	1	positive	21
5559	it would be great to see this turd squashed under a truck , preferably a semi .	0	negative	17
7349	at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability . . . all you have left is a no-surprise series of explosions and violence while banderas looks like he's not trying to laugh at how bad it	0	negative	49
7660	what can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?	0	negative	18
5740	more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .	0	negative	24
8270	a chilly , remote , emotionally distant piece . . . so dull that its tagline should be : 'in space , no one can hear you snore . '	0	negative	30
7800	the film is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables .	0	negative	29
7459	el crimen del padre amaro would likely be most effective if used as a tool to rally anti-catholic protestors .	0	negative	20
4366	narratively , trouble every day is a plodding mess .	0	negative	10
2028	funny , somber , absurd , and , finally , achingly sad , bartleby is a fine , understated piece of filmmaking .	1	positive	23
6816	overly stylized with lots of flash black-&-white freeze frames reminiscent of a pseudo-hip luxury car commercial , ( it's ) at its worst when it's actually inside the ring .	0	negative	30
1106	one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals . . . a psychological masterpiece .	1	positive	28
5551	the story the movie tells is of brian de palma's addiction to the junk-calorie suspense tropes that have all but ruined his career .	0	negative	24
4293	the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here .	0	negative	38
5602	friday after next is the kind of film that could only be made by african-americans because of its broad racial insensitivity towards african-americans .	0	negative	24
2185	even if you have no interest in the gang-infested , east-vs . -west coast rap wars , this modern mob music drama never fails to fascinate .	1	positive	27
6617	writhing under dialogue like 'you're from two different worlds' and 'tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .	0	negative	38
2952	like its bizarre heroine , it irrigates our souls .	1	positive	10
4282	"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !"	0	negative	35
1268	the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .	1	positive	32
1861	this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .	1	positive	21
3760	os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta .	1	positive	31
682	while hoffman's performance is great , the subject matter goes nowhere .	0	negative	12
4893	. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .	0	negative	29
1061	. . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume .	1	positive	18
8474	often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? into how long is this movie ?	0	negative	29
4554	bad company . bad movie . just plain bad .	0	negative	10
8430	this pathetic junk is barely an hour long . nevertheless , it still seems endless .	0	negative	16
8138	it's hard to imagine that even very small children will be impressed by this tired retread .	0	negative	17
4462	what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .	0	negative	22
601	compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder .	1	positive	21
3369	the message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .	1	positive	31
3688	it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion .	1	positive	23
4480	puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .	0	negative	21
317	sayles has a knack for casting , often resurrecting performers who rarely work in movies now . . . and drawing flavorful performances from bland actors .	1	positive	27
2489	the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before .	1	positive	37
3283	it's the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer's most pleasurable movies .	1	positive	25
1224	the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence .	1	positive	30
2483	the emperor's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .	1	positive	33
2513	evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .	1	positive	20
4270	the story is also as unoriginal as they come , already having been recycled more times than i'd care to count .	0	negative	22
7728	some stunning visuals -- and some staggeringly boring cinema .	0	negative	10
564	replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing .	0	negative	27
4954	a well made indieflick in need of some trims and a more chemistry between its stars .	0	negative	17
2224	""" the best disney movie since the lion king """	1	positive	10
7870	no such thing is sort of a minimalist beauty and the beast , but in this case the beast should definitely get top billing . robert john burke as the monster horns in and steals the show .	0	negative	38
202	affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .	1	positive	19
6542	though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .	0	negative	24
3538	more than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology . . .	1	positive	27
5857	the idea of 49-year-old roberto benigni playing the wooden boy pinocchio is scary enough . the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .	0	negative	34
5218	there's no question that epps scores once or twice , but it's telling that his funniest moment comes when he falls about ten feet onto his head .	0	negative	28
8078	a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	0	negative	25
794	a work of intricate elegance , literary lyricism and profound common sense .	1	positive	13
7048	. . . surprisingly inert for a movie in which the main character travels back and forth between epochs .	0	negative	20
2999	demonstrates the unusual power of thoughtful , subjective filmmaking .	1	positive	10
5731	occasionally interesting but essentially unpersuasive , a footnote to a still evolving story .	0	negative	14
3814	the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .	1	positive	49
6130	the film's tone and pacing are off almost from the get-go .	0	negative	12
7130	a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending .	0	negative	22
3680	sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .	1	positive	23
1906	the real charm of this trifle is the deadpan comic face of its star , jean reno , who resembles sly stallone in a hot sake half-sleep .	1	positive	28
4077	scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .	1	positive	21
6159	works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .	0	negative	20
5711	a pale xerox of other , better crime movies .	0	negative	10
5942	what's next ? the porky's revenge : ultimate edition ?	0	negative	10
3051	a perfectly respectable , perfectly inoffensive , easily forgettable film .	1	positive	11
185	one of the best , most understated performances of [jack nicholson's] career .	1	positive	13
7719	one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	0	negative	30
29	it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .	1	positive	24
7179	de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins .	0	negative	42
7554	despite hoffman's best efforts , wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .	0	negative	27
208	with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .	1	positive	26
6375	literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes .	0	negative	29
3100	brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema .	1	positive	17
1087	a fast , funny , highly enjoyable movie .	1	positive	9
5829	because of an unnecessary and clumsy last scene , 'swimfan' left me with a very bad feeling .	0	negative	18
6291	sometimes it feels as if it might have been made in the '70s or '80s , and starred chevy chase and goldie hawn .	0	negative	24
841	those eternally devoted to the insanity of black will have an intermittently good time . feel free to go get popcorn whenever he's not onscreen .	0	negative	26
7468	the movie certainly has its share of clever moments and biting dialogue , but there's just not much lurking below its abstract surface .	0	negative	24
6492	[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one .	0	negative	20
2382	a movie that's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .	1	positive	18
7669	anyone not into high-tech splatterfests is advised to take the warning literally , and log on to something more user-friendly .	0	negative	21
14	ultimately , it ponders the reasons we need stories so much .	1	positive	12
945	an awful movie that will only satisfy the most emotionally malleable of filmgoers .	0	negative	14
853	the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .	0	negative	26
8333	a 'girls gone wild' video for the boho art-house crowd , the burning sensation isn't a definitive counter-cultural document -- its makers aren't removed and inquisitive enough for that .	0	negative	30
4898	it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades .	0	negative	17
1515	the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure .	1	positive	28
5639	hollywood ending is the most disappointing woody allen movie ever . he has a great cast and a great idea . but the execution is a flop with the exception of about six gags that really work .	0	negative	38
3557	renner ? s face is chillingly unemotive , yet he communicates a great deal in his performance . see it for his performance if nothing else .	1	positive	27
124	cockettes has the glorious , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .	1	positive	28
1651	an enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty .	1	positive	17
5178	waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .	0	negative	33
777	a miniscule little bleep on the film radar , but one that many more people should check out	1	positive	18
52	some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .	1	positive	30
270	this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .	1	positive	18
1362	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .	1	positive	22
8094	a loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .	0	negative	18
5179	yes , i suppose it's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i didn't .	0	negative	38
2980	despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away .	1	positive	32
3822	amid the new populist comedies that underscore the importance of family tradition and familial community , one would be hard-pressed to find a movie with a bigger , fatter heart than barbershop .	1	positive	33
8201	in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .	0	negative	19
2976	creeps you out in high style , even if nakata did it better .	1	positive	14
8327	director-chef gabriele muccino keeps it fast -- zippy , comin' at ya -- as if fearing that his film is molto superficiale .	0	negative	23
6500	i didn't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood .	0	negative	27
5215	in the era of the sopranos , it feels painfully redundant and inauthentic .	0	negative	14
143	like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .	1	positive	38
6295	it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit . so i just did .	0	negative	28
3169	as played by ryan gosling , danny is a frighteningly fascinating contradiction .	1	positive	13
1914	a thoroughly entertaining comedy that uses grant's own twist of acidity to prevent itself from succumbing to its own bathos .	1	positive	21
6040	despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine .	0	negative	22
2437	there's plenty to impress about e . t .	1	positive	9
8350	releasing a film with the word 'dog' in its title in january lends itself to easy jokes and insults , and snow dogs deserves every single one of them .	0	negative	30
888	it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first .	1	positive	33
4044	more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh's solaris is a gorgeous and deceptively minimalist cinematic tone poem .	1	positive	31
1029	you have once again entered the bizarre realm where director adrian lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal .	0	negative	30
7543	this is an action movie with an action icon who's been all but decommissioned .	0	negative	15
7007	for all its alleged youthful fire , xxx is no less subservient to bond's tired formula of guns , girls and gadgets while brandishing a new action hero .	0	negative	29
232	elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .	1	positive	33
7761	tom shadyac has learned a bit more craft since directing adams , but he still lingers over every point until the slowest viewer grasps it .	0	negative	26
492	as shaky as the plot is , kaufman's script is still memorable for some great one-liners .	1	positive	17
2847	a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television .	1	positive	24
5589	one just waits grimly for the next shock without developing much attachment to the characters .	0	negative	16
768	one of the worst movies of the year . . . . watching it was painful .	0	negative	17
5635	patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .	0	negative	18
6781	the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .	0	negative	24
3346	chaiken ably balances real-time rhythms with propulsive incident .	1	positive	9
7064	[two] fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .	0	negative	25
1312	seldom has a movie so closely matched the spirit of a man and his work .	1	positive	16
983	any intellectual arguments being made about the nature of god are framed in a drama so clumsy , there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors .	0	negative	40
296	it's a great american adventure and a wonderful film to bring to imax .	1	positive	14
7861	crossroads feels like a teenybopper ed wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama .	0	negative	22
4402	the director and her capable cast appear to be caught in a heady whirl of new age-inspired good intentions , but the spell they cast isn't the least bit mesmerizing .	0	negative	31
3202	all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely .	1	positive	24
1830	this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .	1	positive	22
1734	sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .	1	positive	19
6016	not since freddy got fingered has a major release been so painful to sit through .	0	negative	16
3575	it's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america .	1	positive	31
2167	i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you .	1	positive	26
7197	the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat .	0	negative	21
541	it's not life-affirming  its vulgar and mean , but i liked it .	1	positive	14
4757	hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .	0	negative	21
6531	i kept thinking over and over again , 'i should be enjoying this . ' but i wasn't .	0	negative	19
951	there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .	1	positive	41
6387	when it's all wet , blue crush is highly enjoyable . when it's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper .	0	negative	29
4596	in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage's war-weary marine .	0	negative	31
5774	the script kicks in , and mr . hartley's distended pace and foot-dragging rhythms follow .	0	negative	16
8036	kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both .	0	negative	25
858	this is as lax and limp a comedy as i've seen in a while , a meander through worn-out material .	0	negative	21
571	a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship .	1	positive	14
4711	strangely comes off as a kingdom more mild than wild .	0	negative	11
1732	a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .	1	positive	25
4065	holofcener rejects patent solutions to dramatize life's messiness from inside out , in all its strange quirks .	1	positive	18
3960	devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	1	positive	16
6897	plays as hollow catharsis , with lots of tears but very little in the way of insights .	0	negative	18
6315	there's no real reason to see it , and no real reason not to .	0	negative	15
5032	no matter how firmly director john stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .	0	negative	27
4850	this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .	0	negative	19
7170	eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes .	0	negative	32
4860	what ultimately makes windtalkers a disappointment is the superficial way it deals with its story .	0	negative	16
5095	more of a career curio than a major work .	0	negative	10
8040	ken russell would love this . in one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of quentin tarantino's climactic shootout  and meat loaf explodes .	0	negative	32
5370	instead of contriving a climactic hero's death for the beloved-major- character-who-shall- remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens' laser guns actually hit something for once ?	0	negative	35
2215	like a veteran head cutter , barbershop is tuned in to its community .	1	positive	14
4019	it is a likable story , told with competence .	1	positive	10
6200	the only excitement comes when the credits finally roll and you get to leave the theater .	0	negative	17
3827	leigh's daring here is that without once denying the hardscrabble lives of people on the economic fringes of margaret thatcher's ruinous legacy , he insists on the importance of those moments when people can connect and express their love for each other .	1	positive	43
3	the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .	1	positive	20
6718	this film's relationship to actual tension is the same as what christmas-tree flocking in a spray can is to actual snow : a poor -- if durable -- imitation .	0	negative	30
7025	for all of the contemporary post-colonialist consciousness that kapur tries to bring to the four feathers , the oddest thing about the movie is how it winds up affirming the same damn moldy values the material has always held dear .	0	negative	41
221	to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .	1	positive	30
806	at times funny and at other times candidly revealing , it's an intriguing look at two performers who put themselves out there because they love what they do .	1	positive	29
809	a zombie movie in every sense of the word--mindless , lifeless , meandering , loud , painful , obnoxious .	0	negative	20
5757	fincher takes no apparent joy in making movies , and he gives none to the audience .	0	negative	17
981	this will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .	0	negative	21
6073	an occasionally funny , but overall limp , fish-out-of-water story .	0	negative	11
7775	an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .	0	negative	15
4747	eight legged freaks ? no big hairy deal .	0	negative	9
1568	a terrific b movie -- in fact , the best in recent memory .	1	positive	14
1730	like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit .	1	positive	20
5764	a dark , dull thriller with a parting shot that misfires .	0	negative	12
3351	there's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that's packed with just as much intelligence as action .	1	positive	28
1638	pacino is the best he's been in years and keener is marvelous .	1	positive	13
5979	there's something with potential here , but the movie decides , like lavinia , to go the conservative route .	0	negative	20
7278	an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .	0	negative	15
762	often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .	1	positive	28
5205	it's probably not easy to make such a worthless film . . .	0	negative	13
913	marvelous , merry and , yes , melancholy film .	1	positive	10
723	happily for mr . chin -- though unhappily for his subjects -- the invisible hand of the marketplace wrote a script that no human screenwriter could have hoped to match .	1	positive	31
1416	it will grip even viewers who aren't interested in rap , as it cuts to the heart of american society in an unnerving way .	1	positive	25
2753	a lively and engaging examination of how similar obsessions can dominate a family .	1	positive	14
780	bears is even worse than i imagined a movie ever could be .	0	negative	13
2246	one of the finest , most humane and important holocaust movies ever made .	1	positive	14
1479	a beguiling , slow-moving parable about the collision of past and present on a remote seacoast in iran .	1	positive	19
2054	it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza .	1	positive	31
8438	not that any of us should be complaining when a film clocks in around 90 minutes these days , but the plotting here leaves a lot to be desired .	0	negative	30
6861	at first , the sight of a blind man directing a film is hilarious , but as the film goes on , the joke wears thin .	0	negative	27
4575	looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .	0	negative	29
5684	the script is a tired one , with few moments of joy rising above the stale material .	0	negative	18
702	the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul .	0	negative	30
500	an inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .	1	positive	22
2488	gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .	1	positive	30
6005	i'll bet the video game is a lot more fun than the film .	0	negative	14
206	it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .	1	positive	24
7492	not even steven spielberg has dreamed up such blatant and sickening product placement in a movie .	0	negative	17
5134	feels at times like a giant commercial for universal studios , where much of the action takes place .	0	negative	19
4704	. . . while certainly clever in spots , this too-long , spoofy update of shakespeare's macbeth doesn't sustain a high enough level of invention .	0	negative	26
6603	a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we're left wondering about this exotic-looking woman whose emotional depths are only hinted at .	0	negative	33
6312	the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten . . . make that three minutes .	0	negative	37
6370	a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison .	0	negative	16
6626	too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through .	0	negative	37
203	a film of delicate interpersonal dances . caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose . it's a sight to behold .	1	positive	35
422	with the prospect of films like kangaroo jack about to burst across america's winter movie screens it's a pleasure to have a film like the hours as an alternative .	1	positive	30
1567	the modern-day royals have nothing on these guys when it comes to scandals . it's only in fairy tales that princesses that are married for political reason live happily ever after .	1	positive	32
2620	the riveting performances by the incredibly flexible cast make love a joy to behold .	1	positive	15
2304	. . . plenty of warmth to go around , with music and laughter and the love of family .	1	positive	20
967	no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way .	0	negative	29
1897	raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen .	1	positive	20
6090	the so-inept- it's-surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks .	0	negative	27
723	at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day .	0	negative	28
3561	swimming is above all about a young woman's face , and by casting an actress whose face projects that woman's doubts and yearnings , it succeeds .	1	positive	27
2227	think of it as gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch .	1	positive	24
5132	a pathetically inane and unimaginative cross between xxx and vertical limit .	0	negative	12
938	[hawn's character]is so bluntly written , without a trace of sentimentality , and so blisteringly defined , that every other character seems overlooked and underwritten .	1	positive	26
6694	in the second half of the film , frei's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis .	0	negative	26
6568	began life as a computer game , then morphed into a movie -- a bad one , of course .	0	negative	20
5925	the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler .	0	negative	34
2598	deserves a place of honor next to nanook as a landmark in film history .	1	positive	15
7704	it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .	0	negative	24
4274	all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .	0	negative	26
3642	driven by a fantastic dual performance from ian holm . . . the film is funny , insightfully human and a delightful lark for history buffs .	1	positive	27
3301	it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on .	1	positive	20
7665	needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .	0	negative	23
7818	a beautifully shot but dull and ankle-deep 'epic . '	0	negative	10
1614	jeffrey tambor's performance as the intelligent jazz-playing exterminator is oscar-worthy .	1	positive	11
